SOURCE;TARGET;TYPE;ID;LABEL
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/En_famille_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;En famille
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Microsoft_Access;;;Access
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Un_si_grand_soleil;;;Un si grand soleil
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/%C3%89den;;;Eden
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Eden;;;Eden
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Friends;;;Friends
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Next_(entreprise);;;Next
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Scorpion_(astrologie);;;Scorpion
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Top_Chef;;;Top chef
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Nina_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e,_2014);;;Nina
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Rex,_chien_flic;;;Rex
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Malcolm_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Malcolm
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Boris;;;Boris
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Boris_Johnson;;;Boris
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Urgences_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Urgences
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Urgences;;;Urgences
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Desperate_Housewives;;;Desperate Housewives
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/M%C3%A9dium_(spiritisme);;;Medium
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Medium_(site_web);;;Medium
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Dragon_Ball_Z;;;Dragon Ball Z
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Sherlock_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Sherlock
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Sherlock_Holmes;;;Sherlock
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Zip_Zip;;;Zip Zip
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Renard;;;Le Renard
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Renard_roux;;;Le Renard
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/9-1-1_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;911
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/HPI_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;HPI
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/HPI;;;HPI
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Halo_(s%C3%A9rie_de_jeux_vid%C3%A9o);;;Halo
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Toc_toc;;;Toc Toc 
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Target_Corporation;;;Target
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Target_(Allier);;;Target
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Forever_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Forever
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Ninjago_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Ninjago
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Leonardo_(football);;;Leonardo
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Leonardo_DiCaprio;;;Leonardo
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Riverdale_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Riverdale
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Peppa_Pig;;;Peppa Pig
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/La_Flamme_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;La Flamme
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Et_alors_!_(chanson);;;Et alors 
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/This_Is_Us;;;This Is Us
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Monk;;;Monk
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Face_%C3%A0_face_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Face à face
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Saison_4_de_Mask_Singer;;;Mask Singer
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Twist;;;Twist
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Retournement_final;;;Twist
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Bones;;;Bones
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Sacha;;;Sacha
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Sacha_Baron_Cohen;;;Sacha
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Chicago_Fire_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Chicago Fire
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/The_Big_Bang_Theory;;;Big Bang Theory
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Camping_Paradis;;;Camping Paradis
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Liste_des_%C3%A9pisodes_de_Camping_Paradis;;;Camping Paradis
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Moka;;;Moka
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Moka_(cafeti%C3%A8re);;;Moka
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Kiri_(marque_fromag%C3%A8re);;;Kiri
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/%C3%89lisabeth_de_Wittelsbach;;;Sissi
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Sissi_(film);;;Sissi
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Candice_Renoir;;;Candice Renoir
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Doctor_Who;;;Doctor Who
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Le_Docteur_(Doctor_Who);;;Doctor Who
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Festival_de_Cannes;;;Cannes Festival
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Cauchemar_en_cuisine_(France);;;Cauchemar en cuisine
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Mari%C3%A9s_au_premier_regard;;;Mariés au premier regard
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Parlement;;;Parlement
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Balthazar_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Balthazar
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Balthazar;;;Balthazar
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Les_Simpson;;;Les Simpson
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Clem_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Clem
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Zouk;;;Zouk
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Totally_Spies!;;;Totally Spies
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Petit_Ours_brun;;;Petit Ours Brun
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Modern_Family;;;Modern Family
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/The_Middle;;;The Middle
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Columbo;;;Columbo
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/How_I_Met_Your_Mother;;;How I Met Your Mother
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/La_Grande_Librairie;;;La grande librairie
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Titeuf;;;Titeuf
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Tandem_(film);;;Tandem
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Les_Experts_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Les experts
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Les_Experts_(franchise);;;Les experts
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Grand_H%C3%B4tel_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e,_2011);;;Grand hôtel
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Grey%27s_Anatomy;;;Grey's Anatomy
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Paprika;;;Paprika
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Paprika_(film,_2006);;;Paprika
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Crimes_(%C3%A9mission_de_t%C3%A9l%C3%A9vision);;;Crimes
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Crime;;;Crimes
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/P%C3%A9kin_Express;;;Pékin express
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Sam_le_pompier;;;Sam le pompier
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Internationaux_de_France_de_tennis;;;Tennis  Roland Garros
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Les_Restaurants_du_C%C5%93ur;;;Restos du coeur
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Capitaine_Marleau;;;Capitaine Marleau
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Superstore_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Superstore
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Je_te_promets_(chanson_de_Johnny_Hallyday);;;Je te promets
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Je_te_promets_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Je te promets
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Court-circuit;;;Court circuit
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Tom_Sawyer;;;Tom Sawyer
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Tom_Sawyer_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e_d%27animation);;;Tom Sawyer
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Infiniti;;;Infiniti
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Hercule_Poirot;;;Hercule Poirot
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Hercule_Poirot_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Hercule Poirot
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Automoto_(%C3%A9mission_de_t%C3%A9l%C3%A9vision);;;Automoto
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Gomorra_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Gomorra
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Hippocrate;;;Hippocrate
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Hippocrate_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Hippocrate
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Alex_Hugo;;;Alex Hugo
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Parc_national_de_Yellowstone;;;Yellowstone
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Yellowstone_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Yellowstone
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Tracks_(%C3%A9mission_de_t%C3%A9l%C3%A9vision);;;Tracks
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Buffy_contre_les_vampires;;;Buffy contre les vampires
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Comics_de_Buffy_contre_les_vampires;;;Buffy contre les vampires
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Super_Nanny;;;Super Nanny
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Cassandre;;;Cassandre
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Cassandre_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Cassandre
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Ma_sorci%C3%A8re_bien-aim%C3%A9e;;;Ma sorcière bien aimée
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Ma_sorci%C3%A8re_bien-aim%C3%A9e_(film);;;Ma sorcière bien aimée
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Notre_belle_famille;;;Notre belle famille
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Bienvenue_chez_les_Loud;;;Bienvenue chez les Loud
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Envoy%C3%A9_sp%C3%A9cial;;;Envoyé spécial
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Coupe_de_France_de_football;;;Football  Coupe de France
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/NCIS_:_Los_Angeles;;;NCIS  Los Angeles
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Profilage_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Profilage
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Liste_des_%C3%A9pisodes_de_Profilage;;;Profilage
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Why_Women_Kill;;;Why Women Kill
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Elementary_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Elementary
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/D%C3%A9bat;;;Débat
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/La_Stagiaire;;;La stagiaire
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Les_Reines_du_shopping;;;Les reines du shopping
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Bienvenue_%C3%A0_Sanditon;;;Sanditon
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Sanditon;;;Sanditon
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Pierre_Lapin;;;Pierre Lapin
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/En_th%C3%A9rapie;;;En thérapie
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Dexter:_New_Blood;;;Dexter  New Blood
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Les_Grandes_Grandes_Vacances;;;Les grandes grandes vacances
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Souviens-toi_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Souviens toi
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Zone_interdite_(%C3%A9mission_de_t%C3%A9l%C3%A9vision);;;Zone interdite
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Zone_interdite_(Seconde_Guerre_mondiale);;;Zone interdite
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Mare_of_Easttown;;;Mare of Easttown
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Le_Tour_du_monde_en_quatre-vingts_jours;;;Le tour du monde en 80 jours
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Yellowjackets_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Yellowjackets
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/The_Undoing;;;The Undoing
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Patron_incognito;;;Patron incognito
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Visions_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Visions
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/The_Bay;;;The Bay
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Direct_Auto;;;Direct Auto
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Thalassa_(%C3%A9mission_de_t%C3%A9l%C3%A9vision);;;Thalassa
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Tour_de_France;;;Cyclisme  Tour de France
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Une_famille_en_or;;;Une famille en or
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/La_Meilleure_Boulangerie_de_France;;;La meilleure boulangerie de France
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Mongeville;;;Mongeville
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Le_Destin_de_Lisa;;;Le destin de Lisa
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Une_si_longue_nuit_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Une si longue nuit
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Beyblade_Burst;;;Beyblade Burst
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Coupe_d%27Europe_de_rugby_%C3%A0_XV;;;Rugby  Champions Cup
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Top_Gear_(%C3%A9mission_de_t%C3%A9l%C3%A9vision,_2002);;;Top Gear
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Top_Gear_France;;;Top Gear
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Parc_national_du_Serengeti;;;Serengeti
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Vigil;;;Vigil
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Les_Sisters_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e_d%27animation);;;Les Sisters
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/American_Crime_Story;;;American Crime Story
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Les_Fr%C3%A8res_Scott;;;Les frères Scott
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/The_Tourist_(film);;;The Tourist
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/The_Tourist_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;The Tourist
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/New_York,_unit%C3%A9_sp%C3%A9ciale;;;New York Unité Spéciale
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/The_Chosen_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;The Chosen
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Crimes_parfaits;;;Crimes parfaits
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Engrenages_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Engrenages
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Ben_10;;;Ben 10
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Ben_10_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e_d%27animation,_2005);;;Ben 10
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/City_of_Lies;;;City of Lies
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Nicky_Larson_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e_d%27animation);;;Nicky Larson
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Manipulations_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Manipulations
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Younger_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Younger
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Foot_2_rue;;;Foot 2 rue
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Double_je_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Double je
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Double_je_(chanson);;;Double je
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Les_Experts_:_Miami;;;Les experts Miami
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Une_m%C3%A8re_parfaite;;;Une mère parfaite
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Recherche_appartement_ou_maison;;;Recherche appartement ou maison
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Une_saison_au_zoo;;;Une saison au zoo
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Young_Sheldon;;;Young Sheldon
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Tfou;;;TFou
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Tfou_TV;;;TFou
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Le_juge_est_une_femme;;;Alice Nevers
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Boule_et_Bill;;;Boule et Bill
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Major_Crimes;;;Major Crimes
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Ce_que_Pauline_ne_vous_dit_pas;;;Ce que Pauline ne vous dit pas
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Drop_Dead_Diva;;;Drop Dead Diva
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Des_racines_et_des_ailes;;;Des racines et des ailes
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Alexandra_Ehle;;;Alexandra Ehle
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Les_Carnets_de_Julie;;;Les carnets de Julie
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Chesapeake_Shores;;;Chesapeake Shores
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Kamikaze;;;Kamikaze
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Baby-boom;;;Baby boom
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Miss_Marple;;;Miss Marple
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Miss_Marple_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e,_2004);;;Miss Marple
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Les_Dalton_(film);;;Les Dalton
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Les_Dalton_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e_d%27animation);;;Les Dalton
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Ghost_Adventures;;;Ghost Adventures
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Roman_noir;;;Roman noir
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Commissaire_Dupin;;;Commissaire Dupin
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Narvalo_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Narvalo
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Nos_chers_voisins;;;Nos chers voisins
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Ridley_Road;;;Ridley Road
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Mohamed_Ali;;;Mohammed Ali
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Meurtres_au_paradis;;;Meurtres au paradis
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Le_Cam%C3%A9l%C3%A9on;;;Le caméléon
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Arte_Reportage;;;Arte reportage
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Bluey_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Bluey
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Le_Dessous_des_cartes;;;Le dessous des cartes
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Belgravia;;;Belgravia
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Belgravia_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Belgravia
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Pourquoi_pas_Evans_%3F;;;Pourquoi pas Evans 
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Vestiaires_(s%C3%A9rie_t%C3%A9l%C3%A9vis%C3%A9e);;;Vestiaires
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Des_trains_pas_comme_les_autres;;;Des trains pas comme les autres
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Inspecteur_Lewis;;;Inspecteur Lewis
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/Broadchurch;;;Broadchurch
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/28_minutes;;;28 minutes
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/La_F%C3%AAte_%C3%A0_la_maison;;;La fête à la maison
https://fr.wikipedia.org;https://fr.wikipedia.org/wiki/La_F%C3%AAte_%C3%A0_la_maison_:_20_Ans_apr%C3%A8s;;;La fête à la maison
